0	We report the first synthesis of a photodegradable hyperbranched polyacetal, wherein every repeat unit carries a photo-labile 2-nitrobenzyloxy moiety. The pristine HBP serves as a positive photoresist to create micron-size patterns; furthermore, by changing the terminal groups to dipropargyl acetal, clickable photo-patterned substrates can be generated.
1	The fidelity of acylation regioselectivity in the synthesis of mixed glycosyl diacylglycerols can be accurately measured by quantitative 13C NMR spectroscopy using a 1-13C-labelled fatty acid and a paramagnetic relaxation enhancement agent. Exquisite regioselectivity is achieved using a stepwise acylation/substitution of a glycosyl β-bromohydrin, which is applied to the total synthesis of Streptococcus pneumoniae Glc-DAG-s2.
1	Herein, the unzipping and translocation of DNA duplexes through a sub-2 nm silicon nitride (SiNx) solid-state nanopore have been demonstrated by well-resolved three-level blockades. In order to examine our observations, we applied a simple model which is applicable to the unzipping and translocation processes of DNA duplexes through solid-state nanopores. The generation of these highly recognizable signatures is an important step towards the real applications of solid-state nanopores in complex samples.
1	This article describes a novel assembly technique with highly accurate semi-automatic alignment of polydimethylsiloxane (PDMS) substrates for microfluidic devices. The technique is realized by specific concave structures, consisting of fringes of PDMS named the “Pliant Zipper”. Microchannels and the Pliant Zipper are easily fabricated together by soft lithography. Applying two Pliant Zippers on different substrates enables them to be engaged semi-automatically in the alignment position. The aligned substrates are held tightly without any external support. Highly accurate alignment was achieved manually without the micro-adjustment required in conventional techniques. The experiments presented in this article demonstrate the high accuracy of the alignment. The misalignment range of the experiments is less than 1.9 μm.
1	We report the fabrication, functionalization and testing of microdevices for cell culture and cell traction force measurements in three-dimensions (3D). The devices are composed of bent cantilevers patterned with cell-adhesive spots not lying on the same plane, and thus suspending cells in 3D. The cantilevers are soft enough to undergo micrometric deflections when cells pull on them, allowing cell forces to be measured by means of optical microscopy. Since individual cantilevers are mechanically independent of each other, cell traction forces are determined directly from cantilever deflections. This proves the potential of these new devices as a tool for the quantification of cell mechanics in a system with well-defined 3D geometry and mechanical properties.
0	This work presents a systematic investigation on coordination chemistry of a pharmaceutical agent pamoic acid (H2PA), and also reveals the significant function of supramolecular interactions in managing the resultant crystalline networks with the incorporation of secondary co-ligands. Assemblies of pamoic acid with transition metal ions under similar conditions yield a series of eleven MnII, CuII, ZnII, and CdII complexes, in the absence/presence of the organonitrogen ligands such as 2,2′-bipyridyl (2,2′-bipy), 1,10-phenanthroline (phen), and 4,4′-bipyridyl (4,4′-bipy). These compounds, together with the DMF solvate of pamoic acid, have been characterized by IR, elemental analysis, and single-crystal X-ray diffraction techniques. Generally, these complexes display similar 1-D pamoate-bridged coordination arrays (or 2-D coordination layers by introducing bridging 4,4′-bipy). Remarkably, distinct extended network architectures are further constructed with the aid of weak secondary interactions especially aromatic stacking. Amongst them, complexes 6, 8, 9, and 12, which exhibit unusual interpenetrating networks of (6,3) layers or 3-D 5-connected frameworks regulated by stacking forces, are representative paradigms of this research. Structural evolution under the co-ligand intervention in this series of complexes, as well as the general coordination rule of pamoate, has been further discussed. Thermal stability of these crystalline materials and fluorescent properties of the polymeric ZnII and CdII complexes have also been explored.
0	Sulfonated poly(aspartic acid) (SPASP) of narrow polydispersity was successfully employed in the facile synthesis of porous calcium carbonate microspheres with regular trigonal star-like secondary structure units and significantly improved surface area (56.3 m2 g−1). Based on the CaCO3 particles morphology through different aging times, a mechanism for the formation of porous CaCO3 microspheres with trigonal star-like secondary structures in the presence of SPASP was proposed.
0	Synthesis and structural behaviours of a pyridine-containing NO2S2-macrocycle L and its soft metal complexes 1–4 with different types of coordination modes and topologies are presented. The reactions of L with AgPF6 in different ligand-to-metal ratios lead to the formation of two solid complexes with different topologies: an endocyclic 1:1 (L:M) complex 1a and an unprecedented 2:1 endo/exo-type complex 2. NMR titrations confirm that both silver(I) complexes with 1:1 and 2:1 ratios also retain in solution. In the reactions of L with HgCl2 and Hg(ClO4)2, anion-controlled exo- and endocyclic 1:1 complexes were afforded, respectively. The tendency to adopt this respective arrangement suggests the possibility that metal coordination modes and/or topologies including the stoichiometries can be controlled by varying ligand-to-metal ratios and anions.
0	The classical thermally driven transition from supermagnetic to blocked supermagnetic and quantum phase transition from magnetic long-range order to quantum superparamagnetic state have been observed in ultrasmall In2S3:Ce diluted magnetic semiconductors (DMSs). The In2S3:Ce nanoparticles (5–6 nm) were synthesized by a facile gas–liquid phase chemical deposition process using Ce(COOCH3)3, In(COOCH3)3 and H2S as source materials. X-ray diffraction (XRD), X-ray photoelectron spectroscopy (XPS) and high resolution transmission electron microscopy (HRTEM) were used to characterize the structure, components, morphology and size. Photoluminescence emission spectroscopy (PL) demonstrates that the luminescence quantum efficiency increases with Ce addition and indicates the existence of Ce atoms in the structure. The magnetic properties reflect a strong f–f exchange interaction between the Ce ions. The Ce doped In2S3 nanoparticles are shown to exhibit a higher blocking temperature from superparamagnetic to magnetic long-range order state, and even show room-temperature ferromagnetism. The larger ionic radius of Ce results in a larger influence on carrier concentration, affecting the blocking temperature of the magnetic phase transition.
0	Taguchi robust design was applied to indicate the importance of some variables such as copper and oxalate ion concentrations, flow rate of reagent feeding to the reactor and temperature on the formation of CuC2O4 nano-disks by chemical precipitation. The prepared copper oxalate nano-disks under optimum conditions of synthesis have an average thickness of 60 nm. Meanwhile, CuC2O4 nano-disks as the precursor material were calcined at 350 °C under a static air atmosphere for thermal decomposition of the precursor and formation of copper oxide. CuO nanoparticles with average diameters about 55 nm and spherical morphology were obtained. Synthesized nanoparticles were characterized by SEM, XRD and FT-IR.
0	Large lattice mismatched heterostructures In0.78Ga0.22As/GaAs were grown with a low-temperature (LT) InGaAs buffer. Misfit dislocation arrays were observed at the LT-buffer/GaAs interfaces. Transmission electron microscopy (TEM) was used to investigate the microstructures of the heterointerfaces. The relationship between misfit dislocations and strain relaxation at the interface was analysed. It was found that strain redistribution gives rise to the discrepancy of interfacial structure and misfit strain relaxation for different samples. The experimental results are in favor of the conclusion and confirm the analysis we proposed.
0	A novel pH-responsive supramolecular polymer based on the pillar[5]arene/imidazolium cation recognition motif was successfully prepared. It was demonstrated that the binding strength between the monomer molecules in solution could be reduced by adding base, thereby leading to a decrease in the polymerization degree, while a reverse switch could be achieved by the addition of acid to change the monomer back to the cationic state. These processes were confirmed by 1H NMR, DOSY experiments, viscosity measurements and theoretical calculations. Moreover, a rod-like fiber was drawn from a high concentration solution of the monomer and characterized by SEM, providing direct evidence of the formation of a supramolecular polymer with high molecular weight and high degree of the linear chain extension. In this study, a reversible transition between the high-molecular-weight supramolecular polymer and the relatively low-molecular-weight one, that is, a control of the polymerization degree, was realized by simply altering the solution pH. These results are helpful for the future fabrication of adaptive and smart supramolecular materials with stimuli-responsiveness and special functions.
1	The synthesis of new, highly functional and dynamic polymeric materials has risen dramatically since the introduction of click chemistry in 2001. This diverse set of reactions has led to the synthesis of self-healing and dynamic polymers, the creation of hydrogels exhibiting finely tuneable gelation times and mechanical properties and to the temporal and spatial control of chemical reactions enabling the 3D patterning of gels and surfaces with high fidelity. Traditionally, the copper catalysed azide–alkyne cycloaddition (CuAAC), Diels–Alder and thiol–ene click reactions have been utilised but, owing to the demand for more environmentally friendly means of synthesis and the need for more versatile and tolerant chemistry, the imine, hydrazone, and most recently, oxime carbonyl-condensations have seen an astonishing increase in application. This review will focus on the oxime click reaction for the development of functional polymeric materials.
0	Some biologically important indolylthiohydantoin derivatives were investigated electroanalytically by voltammetric determination. Based on this study, a simple, rapid, sensitive and validated voltammetric method was developed for the determination of the indolylthiohydantoin derivatives that are readily oxidized at carbon-based electrodes. Due to the similarity between electrochemical and biological reactions it can be assumed that the oxidation mechanisms taking place at the electrode and in the body share similar principles. The oxidative behavior of the indole derivatives was studied as a function of pH at a glassy carbon electrode in different buffer media. The characteristics of the corresponding electrode reaction were discussed. The studied molecules are extensively metabolized in vivo, mainly through oxidative processes and we assume that the oxidation of the indolic compounds occurs on the nitrogen atom in the indole ring of the molecule. A linear response was obtained in the different media for all the compounds with a detection limit of 1.96 × 10−6 M, 2.32 × 10−6 M, 1.44 × 10−6 M and 7.10 × 10−7 M for compounds 1, 2, 3 and 4 respectively.
0	This review describes first the synthesis of phosphorus dendrimers having positive charges either on the terminal groups or inside their structure. Then the properties of these positively charged dendrimers as catalysts, as fluorophores, for the modification of materials and the elaboration of nano-objects, but also for interacting with biological entities and for drug delivery will be emphasized.
0	A simple and routine chemical ionization method (CI) providing molecular weight information is developed for the unambiguous identification of 3,3-dimethyl-2-butanol known as pinacolyl alcohol (PA), a potential precursor for prohibited chemical weapons such as Soman, a nerve agent. This method meets the CI criteria used for the evaluation of proficiency tests conducted by OPCW avoiding use of reference chemical. In addition, a derivatization method using p-tolyl isocyanate for the analysis of PA using GC-MS has also been developed for the identification. This derivatization method facilitates the easy analysis of PA at low concentration present in environmental matrices. The efficiency of the derivatization is &gt;99% with 10 fold increase in the sensitivity of the GC-MS signal. The electron ionization mass spectral fragmentation of the p-tolyl isocyanate (PTI) derivatives of three isomeric alcohols is also established. The positive CI of PTI derivatives of these alcohols resulted in molecular ion information and meets the OPCW criteria for CI method of analysis. Further, the retention indices for all the studied alcohols after derivatization help the unambiguous identification of these compounds present in complex environmental matrices.
0	Li self-diffusion in Li2O-deficient LiNbO3 single crystals is investigated in the temperature range between 423 and 773 K (150–500 °C) by secondary ion mass spectrometry. A thin layer of ion-beam sputtered isotope enriched 6LiNbO3 was used as a tracer source, which allows one to study pure isotope interdiffusion. The diffusivities can be described by the Arrhenius law with an activation enthalpy of (1.33 ± 0.03) eV, which is in acceptable agreement with the migration energy of a single Li vacancy as determined by ab initio calculations given in the literature. Charge diffusivities as derived from impedance spectroscopy measurements on the same type of samples are identical to the tracer diffusivities within error limits. No indication of the formation of defect-complexes at low temperatures could be found in the diffusion behaviour.
0	The adsorption of hydrogen on structurally well defined PdAu–Pd(111) monolayer surface alloys was investigated in a combined experimental and theoretical study, aiming at a quantitative understanding of the adsorption and desorption properties of individual PdAu nanostructures. Combining the structural information obtained by high resolution scanning tunneling microscopy (STM), in particular on the abundance of specific adsorption ensembles at different Pd surface concentrations, with information on the adsorption properties derived from temperature programmed desorption (TPD) spectroscopy and high resolution electron energy loss spectroscopy (HREELS) provides conclusions on the minimum ensemble size for dissociative adsorption of hydrogen and on the adsorption energies on different sites active for adsorption. Density functional theory (DFT) based calculations give detailed insight into the physical effects underlying the observed adsorption behavior. Consequences of these findings for the understanding of hydrogen adsorption on bimetallic surfaces in general are discussed.
0	A new concept of electrokinetic desalination using a CNT honeycomb is presented through molecular dynamics simulation. The preferential translocation of ions towards the outlets near two electrodes was realized by applying an electric field perpendicular to bulk fluid flow in a CNT network, which, in the meantime, generated deionized water flux discharged from the central outlets. The effects of the major factors such as electric field strength, numbers of separation units, diameter of CNT, and ion concentration on the desalination were examined. It was shown that over 95% salt rejection and around 50% fresh water recovery were achieved by the presented module by applying an electric field of 0.8 V nm−1. CNT diameter, which is critical to ion rejection without the electric field, had a marginal effect on the desalination of this new module when a strong electric field was applied. The desalination was also not sensitive to ion concentration, indicating its excellent workability for a wide range of water salinity, e.g. from brackish water to seawater. A potential of mean force profile revealed a free energy barrier as large as 2.0–6.0 kcal mol−1 for ions to move opposite to the implemented electrical force. The simulation confirmed the high potential of the CNT honeycomb in water desalination.
1	We have prepared hydrated salt filler assisted sponge like P(VDF-HFP) micro-porous electroactive films to fabricate a high performance flexible piezoelectric generator (FPG). These FPGs deliver up to 8 V of open circuit voltage under external stress and also generate enough power to turn on at least fifteen commercial blue light emitting diodes (LEDs) instantly. Furthermore, capacitors have been successfully charged by repeated finger touches indicating the potential of the FPGs to be used as self-powered devices where different types of mechanical vibrations can be applied. The high performance of FPGs might be attributed to the co-operative contribution from the porous electret structure and electroactive nature of the P(VDF-HFP) film, as they also enhance the dielectric permittivity. This approach is simple, cost-effective, and well-suited for large-scale fabrication of high-performance FPGs.
0	Using a first principles approach combined with analysis of heuristic tight-binding models, we examine the connectivity dependence of two forms of quantum interference in single molecules. Based on general arguments, Fano resonances are shown to be insensitive to connectivity, while Mach–Zehnder-type interference features are shown to be connectivity dependent. This behaviour is found to occur in molecular wires containing anthraquinone units, in which the pendant carbonyl groups create Fano resonances, which coexist with multiple-path quantum interference features.
0	Tin telluride (SnTe) has recently attracted lots of interest due to its potential thermoelectric application as a lead-free rock-salt analogue of PbTe. However, pristine SnTe samples have high hole concentration due to the presence of intrinsic Sn vacancies, and shows a low Seebeck coefficient and high electrical thermal conductivity, resulting in poor thermoelectric performance. In this report, we show that zone-melted SnTe systems with additional Mn (1–7 mol%) can control the hole concentration by reducing the Sn vacancies, and modulate the electronic band structure by increasing the band gap and decreasing the energy separation between the light and heavy hole valence bands. Therefore, alloying with additional Mn enhances the contribution of the heavy hole valence band and significantly improves the Seebeck coefficient in SnMnxTe with the highest value of ∼270 μV K−1. A record power factor of 31.9 μW cm−1 K−2 has been obtained at 820 K. The maximum thermoelectric figure of merit ZT of ∼1.25 is found at 920 K for the high quality crystalline ingot of p-type SnMn0.07Te.
1	Numerous investigations have been carried out into the conversion of biogas into synthesis gas (a mixture of H2 + CO) over Ni/YSZ anode cermet catalysts. Biogas is a variable mixture of gases consisting predominantly of methane and carbon dioxide (usually in a 2:1 ratio, but variable with source), with other constituents including sulfur-containing gases such as hydrogen sulfide, which can cause sulfur poisoning of nickel catalysts. The effect of temperature on carbon deposition and sulfur poisoning of 90:10 mol% Ni/YSZ under biogas conversion conditions has been investigated by carrying out a series of catalytic reactions of methane-rich (2:1) CH4/CO2 mixtures in the absence and presence of H2S over the temperature range 750–1000 °C. The effect of ceria-doping on carbon dioxide reforming, carbon deposition and sulfur tolerance has also been investigated by carrying out a similar series of reactions over ceria-doped Ni/YSZ. Ceria was doped at 5 mol% of the nickel content to give an anode catalyst composition of 85.5:4.5:10 mol% Ni/CeO2/YSZ. Reactions were followed using quadrupolar mass spectrometry (QMS) and the amount of carbon deposition was analysed by subjecting the reacted catalyst samples to a post-reaction temperature programmed oxidation (TPO). On undoped Ni/YSZ, carbon deposition occurred predominantly through thermal decomposition of methane. Ceria-doping significantly suppressed methane decomposition and at high temperatures simultaneously promoted the reverse Boudouard reaction, significantly lowering carbon deposition. Sulfur poisoning of Ni/YSZ occurred in two phases, the first of which caused the most activity loss and was accelerated on increasing the reaction temperature, while the second phase had greater stability and became more favourable with increasing reaction temperature. Adding H2S significantly inhibited methane decomposition, resulting in much less carbon deposition. Ceria-doping significantly increased the sulfur tolerance of Ni/YSZ, however, in the presence of H2S ceria did not promote the reverse Boudouard reaction and at high temperatures carbon deposition was greater over ceria-doped Ni/YSZ. In order to further study the effects of ceria-doping, a solid oxide fuel cell (SOFC) was constructed with a ceria-doped anode cermet and its electrical performance on simulated biogas compared to hydrogen was tested. This fuel cell was subsequently ran for 1000 h on simulated biogas with no degradation in its overall electrical performance.
0	The SMM behaviour of dinuclear Ln(III)–Pc multiple-decker complexes (Ln = Tb3+ and Dy3+) with energy barriers and slow-relaxation behaviour were explained by using X-ray crystallography and static and dynamic susceptibility measurements. In particular, interactions among the 4f electrons of several dinuclear Ln(III)–Pc type SMMs have never been discussed on the basis of the crystal structure. For dinuclear Tb(III)–Pc complexes, a dual magnetic relaxation process was observed. The relaxation processes are due to the anisotropic centres. Our results clearly show that the two Tb3+ ion sites are equivalent and are consistent with the crystal structure. On the other hand, the mononuclear Tb(III)–Pc complex exhibited only a single magnetic relaxation process. This is clear evidence that the magnetic relaxation mechanism depends heavily on the dipole–dipole (f–f) interactions between the Tb3+ ions in the dinuclear systems. Furthermore, the SMM behaviour of dinuclear Dy(III)–Pc type SMMs with smaller energy barriers compared with that of Tb(III)–Pc and slow-relaxation behaviour was explained. Dinuclear Dy(III)–Pc SMMs exhibited single-component magnetic relaxation behaviour. The results indicate that the magnetic relaxation properties of dinuclear Ln(III)–Pc multiple-decker complexes are affected by the local molecular symmetry and are extremely sensitive to tiny distortions in the coordination geometry. In other words, the spatial arrangement of the Ln3+ ions (f–f interactions) in the crystal is important. Our work shows that the SMM properties can be fine-tuned by introducing weak intermolecular magnetic interactions in a controlled SMM spatial arrangement.
0	An Ag grid/indium tin oxide (ITO) hybrid transparent electrode was developed for printable optoelectronic devices using inkjet printing. By inserting an inkjet-printed Ag grid between inkjet-printed ITO electrodes, the sheet resistance of the inkjet-printed ITO electrode was significantly reduced from 6.5 to 0.54 Ω/square. However, the optical transmittance of the Ag grid/indium tin oxide (ITO) hybrid electrode gradually decreased with decreasing Ag grid separation distance due to the scattering of light on the Ag grid lines. From the figure of merit values of the Ag grid/ITO hybrid transparent electrodes, the optimized Ag grid width for the hybrid electrodes was determined to be 3 mm, which is consistent with the calculated results. The low sheet resistance and fairly high optical transmittance of the Ag grid/ITO hybrid transparent electrode suggests its use as a transparent electrode for inkjet printing-based printable optoelectronic devices.
0	Abstract   Yttria-stabilized zirconia (YSZ) powders from different manufacturers have been used to prepare atmospheric plasma-sprayed (APS) ceramic coatings with different porosity levels. While the particle morphology of the different powders was similar, the amount of impurities, especially silica, was different, varying between 100 and 1500 ppm. APS coatings were removed from the substrates and the porosity distribution was measured by mercury porosimetry. Typically porosity levels between 10 and 15% have been used. Free-standing coatings were investigated in the dilatometer during long-term (&gt;50 h) annealing at 1200°C. Additionally, the coefficient of thermal expansion was determined from expansion during heating. It turned out that the higher porosity levels, as well as the high impurity levels, led to a significant increase in the sintering rate of the coating during high-temperature annealing. A linear relationship between the total shrinkage after 60 h and the porosity, as well as the silica content, was used to describe the influence of the investigated parameters on the sintering behaviour in a more quantitative way.
0	Abstract   An atmospheric pressure RF torch-barrier discharge system with flowing plasma jet channel was studied as a tool for coatings of aluminum substrates by CeO  x   thin films. Cerium precursors were supplied to the plasma jet in the form of aerosol of the water solution of cerium salts. CeO  x   thin films were obtained on the Al substrate at certain deposition conditions. Properties of deposited CeO  x   films were studied by electron microprobe system. Surface of the films was analyzed by XPS method. ‘In situ’ emission spectroscopy of active plasma jet channel was performed in order to obtain more parameters about atmospheric plasma jet channel.
0	Abstract   The structure, mechanical properties, and machining performance of arc evaporated Ti–Al–O–N coatings have been investigated for an Al 0.66 Ti 0.34  target composition and O 2 /(O 2 +N 2 ) gas flow-ratio varied between 0 to 24%. The coating structure was analysed using SEM, EDX, XRD, XPS, TEM, and STEM. Mechanical properties were analysed using nanoindentation and the deformation behaviour was analysed by probing the nanoindentation craters. The coatings performances in cutting tests were evaluated in a turning application in low carbon steel (DIN Ck45). It is shown that the addition of oxygen into the arc deposition process leads to the formation of a dual layer structure. It consists of an initial cubic NaCl-structure solid solution phase formed closest to the substrate, containing up to 35 at.% oxygen (O/O+N), followed by steady-state growth of a nanocomposite compound layer comprised of Al 2 O 3 , AlN, TiN, and Ti(O,N). The addition of oxygen increases the ductility of the coatings, which improves the performances in cutting tests. At high levels of oxygen, (&gt; 13 at.%), however, the performance is dramatically reduced as a result of increased crater wear.
0	Although chromium nitride (CrN) coatings are an industry standard for hard wear-resistant thin films, methods of improving/modifying film properties are still being sought therefore this study has investigated the effects of N2 flow and bias pulsing. Chromium nitride can exist in two stable forms, Cr2N and CrN, which have differing physical and tribological properties. The predominant structure depends on the nitrogen gas flow rate during deposition. Another process parameter known to influence film properties is the use of mid-frequency pulsed biasing (100–350 kHz) at the substrate, which can significantly increase the ion current drawn at the substrate during ion etching and deposition. This study has, therefore, investigated the effects of both nitrogen gas flow rate and the use of mid-frequency pulsed biasing (100–350 kHz) on the structure and properties of reactively sputtered chromium nitride films. We investigated the variation of target voltage with N2 flow, and the films have been characterised using SEM, XRD, scratch adhesion testing, profilometry, and nanoindentation.
0	Abstract   Because of the problem of film peeling, it is generally difficult to obtain thick and well adherent diamond-like carbon (DLC) coatings on metallic substrates with good tribological properties. In this work, we propose to apply a plasma immersion ion implantation and deposition (PIII&amp;D) process in magnetic bottle configuration using high voltage glow discharge in order to deposit DLC films directly over 304 stainless steel (SS) alloy. In such configuration, two couples of coils wound outside the vacuum chamber are used to produce region of low magnetic field for plasma confinement (~ 60 G at the center axis). DLC coatings are characterized by Raman spectroscopy, scanning electron microscopy (SEM) and also morphologically by means of atomic force microscopy (AFM). Tribological behavior is investigated using a pin-on-disk tribometer, and after that, the scars are evaluated by means of SEM and Wyko NT1100 optical profiler. PIII&amp;D experiments in crossed fields have been demonstrated to be an effective system to synthesize DLC films with good adhesion, excellent resistance against wear as well as good dry lubricant surfaces.
0	Abstract   Hot-corrosion combined with erosion-corrosion is a severe problem in boiler tubes of Power Plant Boilers. One possible way to control hot corrosion is the use of thermal spray protective coatings. Cold gas dynamic spraying (CGDS), popularly referred to as cold spray (CS), is a promising technology for depositing protective coatings. Ni based alloys have been used for thermal spraying for various applications. In the current research work three different types of coatings NiCr, NiCrTiC and NiCrTiCRe were deposited by the cold spray technique on SA 516 steel. The performance of the coatings was evaluated in actual boiler conditions wherein the uncoated and coated steels were exposed to the superheater zone of a coal fired boiler for 15 cycles. The change in weight and thickness were noted and used for studying the kinetics of the erosion-corrosion. X-ray diffraction, surface and cross-sectional FE-SEM/EDS and X-ray mapping techniques were used to evaluate the as-coated and eroded-corroded specimens. It was observed that the coated specimens gave better performance than the uncoated steel. The development of oxides and spinels of nickel and chromium might have resulted in better performance of the coatings. The NiCrTiCRe coating established best erosion-corrosion resistance behavior amongst all the investigated specimens.
